Tanggal;TID;Menu;Qty;Harga;Subtotal
;420R0063;Lavarisol Smoked Beef;5;60000;300000
07/04/2020;420R0064;Dimsum Siomay Keju;3;30000;90000
;420R0064;Sagu Keju;4;75000;300000
;420R0064;Lavarisol Original;5;60000;300000
;420R0064;Lavarisol Triple Cheese;5;60000;300000
08/04/2020;420R0065;Kaastengels;2;85000;170000
;420R0065;Dimsum Siomay Udang Keju;3;32000;96000
08/04/2020;420R0066;Dimsum Siomay Keju;2;30000;60000
;420R0066;Pudding Batik;1;120000;120000
;420R0066;Dimsum Siomay Original;4;25000;100000
08/04/2020;420R0067;Cookies Hias;4;60000;240000
;420R0067;Putri Salju;1;85000;85000
;420R0067;Blueberry Cheese;4;65000;260000
08/04/2020;420R0068;Sagu Keju;2;75000;150000
;420R0068;Dimsum Siomay Keju;5;32000;160000
;420R0068;Dimsum Siomay Ayam;3;27000;81000
08/04/2020;420R0069;Kaastengels;2;85000;170000
;420R0069;Lavarisol Smoked Beef;1;60000;60000
;420R0069;Sagu Keju;2;75000;150000
;420R0069;Cookies Hias;5;60000;300000
08/04/2020;420R0070;Pudding Batik;1;120000;120000
;420R0070;Brownies Cookies;2;40000;80000
;420R0070;Lavarisol Smoked Beef;1;60000;60000
;420R0070;Lavarisol Triple Cheese;1;60000;60000
08/04/2020;420R0071;Pudding Buah;3;100000;300000
;420R0071;Kaastengels;4;85000;340000
;420R0071;Dimsum Siomay Original;4;25000;100000
;420R0071;Blueberry Cheese;5;65000;325000
;420R0071;Dimsum Siomay Keju;1;30000;30000
08/04/2020;420R0072;Lavarisol Triple Cheese;1;60000;60000
;420R0072;Blueberry Cheese;1;65000;65000
;420R0072;Dimsum Siomay Original;5;25000;125000
08/04/2020;420R0073;Lavarisol Campur;4;60000;240000
;420R0073;Lavarisol Smoked Beef;2;60000;120000
;420R0073;Dimsum Siomay Crab;4;27000;108000
;420R0073;Lidah Kucing;1;70000;70000
08/04/2020;420R0074;Red Velvet;2;90000;180000
;420R0074;Dimsum Siomay Ayam;5;27000;135000
;420R0074;Lavarisol Campur;2;60000;120000
08/04/2020;420R0075;Dimsum Siomay Original;1;25000;25000
;420R0075;Lavarisol Campur;3;60000;180000
;420R0075;Dimsum Siomay Ayam;3;27000;81000
;420R0075;Lavarisol Triple Cheese;2;60000;120000
09/04/2020;420R0076;Sagu Keju;5;75000;375000
;420R0076;Pudding Buah;2;100000;200000
09/04/2020;420R0077;Dimsum Siomay Original;3;25000;75000
;420R0077;Kaastengels;5;85000;425000
;420R0077;Dimsum Siomay Udang Keju;2;32000;64000
;420R0077;Dimsum Siomay Ayam;2;27000;54000
09/04/2020;420R0078;Dimsum Siomay Crab;2;27000;54000
;420R0078;Red Velvet;1;90000;90000
;420R0078;Lavarisol Triple Cheese;1;60000;60000
;420R0078;Blueberry Cheese;3;65000;195000
09/04/2020;420R0079;Brownies Cookies;1;40000;40000
;420R0079;Lavarisol Triple Cheese;5;60000;300000
09/04/2020;420R0080;Dimsum Siomay Udang Keju;3;32000;96000
;420R0080;Brownies Cookies;4;75000;300000
;420R0080;Pudding Batik;5;120000;600000
;420R0080;Red Velvet;4;90000;360000
;420R0080;Lavarisol Smoked Beef;1;60000;60000
09/04/2020;420R0081;Lidah Kucing;3;70000;210000
;420R0081;Cookies Hias;5;60000;300000
;420R0081;Pudding Buah;2;100000;200000
;420R0081;Dimsum Siomay Ayam;3;27000;81000
09/04/2020;420R0082;Lavarisol Original;5;60000;300000
;420R0082;Lavarisol Campur;2;60000;120000
;420R0082;Sagu Keju;3;75000;225000
;420R0082;Putri Salju;1;85000;85000
09/04/2020;420R0083;Red Velvet;5;90000;450000
;420R0083;Lidah Kucing;4;70000;280000
;420R0083;Dimsum Siomay Ayam;2;27000;54000
09/04/2020;420R0084;Sagu Keju;1;75000;75000
;420R0084;Lavarisol Triple Cheese;2;60000;120000
;420R0084;Putri Salju;3;85000;255000
10/04/2020;420R0085;Red Velvet;2;90000;180000
;420R0085;Dimsum Siomay Ayam;1;27000;27000
;420R0085;Lidah Kucing;2;70000;140000
10/04/2020;420R0086;Cookies Hias;4;60000;240000
;420R0086;Dimsum Siomay Crab;3;27000;81000
;420R0086;Lavarisol Triple Cheese;4;60000;240000
;420R0086;Putri Salju;3;90000;270000
10/04/2020;420R0087;Pudding Buah;5;100000;500000
;420R0087;Pudding Batik;4;120000;480000
;420R0087;Brownies Cookies;2;40000;80000
10/04/2020;420R0088;Nastar Spesial;3;90000;270000
;420R0088;Lavarisol Campur;1;60000;60000
;420R0088;Pudding Buah;5;100000;500000
10/04/2020;420R0089;Lavarisol Smoked Beef;5;60000;300000
;420R0089;Lavarisol Triple Cheese;4;60000;240000
;420R0089;Cookies Hias;3;60000;180000
;420R0089;Pudding Batik;5;120000;600000
10/04/2020;420R0090;Nastar Spesial;5;90000;450000
;420R0090;Lavarisol Smoked Beef;3;60000;180000
;420R0090;Pudding Buah;5;100000;500000
10/04/2020;420R0091;Dimsum Siomay Original;1;27000;27000
;420R0091;Blueberry Cheese;3;65000;195000
;420R0091;Red Velvet;1;90000;90000
10/04/2020;420R0092;Lavarisol Smoked Beef;5;60000;300000
;420R0092;Pudding Batik;4;120000;480000
11/04/2020;420R0093;Pudding Buah;1;100000;100000
;420R0093;Lavarisol Original;3;60000;180000
;420R0093;Lavarisol Campur;3;60000;180000
11/04/2020;420R0094;Dimsum Siomay Keju;4;32000;128000
;420R0094;Putri Salju;3;85000;255000
;420R0094;Pudding Batik;5;120000;600000
;420R0094;Dimsum Siomay Ayam;2;27000;54000
11/04/2020;420R0095;Kaastengels;2;85000;170000
;420R0095;Lavarisol Campur;1;60000;60000
;420R0095;Dimsum Siomay Keju;3;30000;90000
11/04/2020;420R0096;Brownies Cookies;4;40000;160000
;420R0096;Lavarisol Triple Cheese;1;60000;60000
;420R0096;Cookies Hias;2;60000;120000
11/04/2020;420R0097;Nastar Spesial;4;90000;360000
;420R0097;Pudding Buah;3;100000;300000
;420R0097;Blueberry Cheese;5;65000;325000
;420R0097;Pudding Batik;5;120000;600000
11/04/2020;420R0098;Kaastengels;4;85000;340000
;420R0098;Brownies Cookies;1;40000;40000
11/04/2020;420R0099;Sagu Keju;5;75000;375000
;420R0099;Dimsum Siomay Udang Keju;4;32000;128000
;420R0099;Brownies Cookies;1;40000;40000
;420R0099;Putri Salju;3;85000;255000
;420R0099;Lavarisol Campur;3;60000;180000
11/04/2020;420R0100;Lavarisol Triple Cheese;1;60000;60000
;420R0100;Lidah Kucing;1;70000;70000
;420R0100;Blueberry Cheese;5;65000;325000
;420R0100;Red Velvet;4;90000;360000
11/04/2020;420R0101;Lidah Kucing;1;70000;70000
;420R0101;Dimsum Siomay Ayam;5;27000;135000
;420R0101;Lavarisol Triple Cheese;1;60000;60000
11/04/2020;420R0102;Nastar Spesial;5;90000;450000
;420R0102;Dimsum Siomay Ayam;4;27000;108000
;420R0102;Cookies Hias;4;60000;240000
;420R0102;Red Velvet;4;90000;360000
12/04/2020;420R0103;Brownies Cookies;5;40000;200000
;420R0103;Lavarisol Campur;2;60000;120000
;420R0103;Dimsum Siomay Crab;1;27000;27000
12/04/2020;420R0104;Red Velvet;3;90000;270000
;420R0104;Dimsum Siomay Udang Keju;5;30000;150000
;420R0104;Lavarisol Campur;1;60000;60000
;420R0104;Dimsum Siomay Crab;3;27000;81000
;420R0104;Dimsum Siomay Keju;2;30000;60000
12/04/2020;420R0105;Pudding Buah;4;100000;400000
;420R0105;Lavarisol Triple Cheese;2;60000;120000
;420R0105;Putri Salju;2;85000;170000
;420R0105;Red Velvet;5;85000;425000
12/04/2020;420R0106;Sagu Keju;5;75000;375000
;420R0106;Brownies Cookies;1;40000;40000
;420R0106;Putri Salju;1;85000;85000
;420R0106;Kaastengels;3;85000;255000
;420R0106;Dimsum Siomay Keju;3;30000;90000
12/04/2020;420R0107;Dimsum Siomay Crab;5;27000;135000
;420R0107;Blueberry Cheese;1;65000;65000
;420R0107;Dimsum Siomay Udang Keju;4;32000;128000
12/04/2020;420R0108;Dimsum Siomay Keju;2;30000;60000
;420R0108;Lavarisol Triple Cheese;1;60000;60000
;420R0108;Blueberry Cheese;1;65000;65000
;420R0108;Cookies Hias;3;60000;180000
12/04/2020;420R0109;Brownies Cookies;4;40000;160000
;420R0109;Lavarisol Triple Cheese;4;60000;240000
;420R0109;Dimsum Siomay Ayam;2;27000;54000
;420R0109;Lavarisol Smoked Beef;5;60000;300000
12/04/2020;420R0110;Lavarisol Original;3;60000;180000
;420R0110;Sagu Keju;2;75000;150000
;420R0110;Red Velvet;4;90000;360000
13/04/2020;420R0111;Lavarisol Campur;5;60000;300000
;420R0111;Lavarisol Original;1;60000;60000
;420R0111;Lavarisol Smoked Beef;5;60000;300000
13/04/2020;420R0112;Brownies Cookies;5;40000;200000
;420R0112;Dimsum Siomay Udang Keju;1;32000;32000
;420R0112;Sagu Keju;5;75000;375000
;420R0112;Brownies Cookies;2;40000;80000
13/04/2020;420R0113;Blueberry Cheese;3;65000;195000
;420R0113;Lavarisol Triple Cheese;1;60000;60000
;420R0113;Red Velvet;3;90000;270000
;420R0113;Kaastengels;1;85000;85000
13/04/2020;420R0114;Sagu Keju;2;75000;150000
;420R0114;Dimsum Siomay Udang Keju;3;32000;96000
;420R0114;Red Velvet;5;90000;450000
;420R0114;Dimsum Siomay Original;2;25000;50000
13/04/2020;420R0115;Pudding Batik;3;120000;360000
;420R0115;Blueberry Cheese;5;65000;325000
;420R0115;Red Velvet;4;90000;360000
;420R0115;Sagu Keju;3;75000;225000
14/04/2020;420R0116;Pudding Batik;1;120000;120000
;420R0116;Blueberry Cheese;4;65000;260000
;420R0116;Kaastengels;1;85000;85000
;420R0116;Dimsum Siomay Crab;5;27000;135000
14/04/2020;420R0117;Lavarisol Original;5;60000;300000
;420R0117;Kaastengels;4;85000;340000
;420R0117;Red Velvet;2;90000;180000
;420R0117;Lavarisol Smoked Beef;5;60000;300000
14/04/2020;420R0118;Lavarisol Campur;1;60000;60000
;420R0118;Cookies Hias;4;60000;240000
;420R0118;Blueberry Cheese;4;65000;260000
;420R0118;Dimsum Siomay Udang Keju;4;32000;128000
14/04/2020;420R0119;Dimsum Siomay Ayam;5;27000;135000
;420R0119;Brownies Cookies;1;40000;40000
;420R0119;Lavarisol Campur;3;60000;180000
14/04/2020;420R0120;Blueberry Cheese;1;65000;65000
;420R0120;Dimsum Siomay Original;1;25000;25000
;420R0120;Brownies Cookies;4;40000;160000
14/04/2020;420R0121;Red Velvet;4;90000;360000
;420R0121;Brownies Cookies;4;90000;360000
;420R0121;Dimsum Siomay Keju;1;30000;30000
14/04/2020;420R0122;Lidah Kucing;3;70000;210000
;420R0122;Cookies Hias;5;75000;375000
;420R0122;Sagu Keju;3;75000;225000
15/04/2020;420R0123;Sagu Keju;4;75000;300000
;420R0123;Dimsum Siomay Ayam;3;27000;81000
;420R0123;Putri Salju;3;85000;255000
15/04/2020;420R0124;Dimsum Siomay Ayam;1;25000;25000
;420R0124;Nastar Spesial;3;90000;270000
;420R0124;Lavarisol Original;4;60000;240000
15/04/2020;420R0125;Pudding Buah;1;100000;100000
;420R0125;Lavarisol Campur;4;60000;240000
;420R0125;Lidah Kucing;1;70000;70000
15/04/2020;420R0126;Kaastengels;5;85000;425000
;420R0126;Cookies Hias;1;60000;60000
;420R0126;Dimsum Siomay Ayam;3;27000;81000
15/04/2020;420R0127;Blueberry Cheese;5;65000;325000
;420R0127;Lavarisol Original;2;60000;120000
;420R0127;Putri Salju;2;85000;170000
;420R0127;Nastar Spesial;2;90000;180000
;420R0127;Lidah Kucing;4;70000;280000
15/04/2020;420R0128;Blueberry Cheese;2;65000;130000
;420R0128;Lavarisol Smoked Beef;3;60000;180000
;420R0128;Dimsum Siomay Crab;2;27000;54000
15/04/2020;420R0129;Dimsum Siomay Crab;4;27000;108000
;420R0129;Nastar Spesial;4;90000;360000
15/04/2020;420R0130;Pudding Batik;3;120000;360000
;420R0130;Lidah Kucing;5;70000;350000
;420R0130;Dimsum Siomay Udang Keju;5;30000;150000
;420R0130;Putri Salju;5;85000;425000
;420R0130;Dimsum Siomay Ayam;4;27000;108000
16/04/2020;420R0131;Kaastengels;3;85000;255000
;420R0131;Sagu Keju;1;75000;75000
;420R0131;Pudding Buah;3;100000;300000
16/04/2020;420R0132;Lavarisol Campur;1;60000;60000
;420R0132;Kaastengels;5;85000;425000
;420R0132;Pudding Batik;5;120000;600000
;420R0132;Lavarisol Smoked Beef;4;60000;240000
16/04/2020;420R0133;Dimsum Siomay Crab;3;27000;81000
;420R0133;Red Velvet;1;90000;90000
;420R0133;Kaastengels;2;85000;170000
;420R0133;Lavarisol Original;4;60000;240000
16/04/2020;420R0134;Lavarisol Original;2;60000;120000
;420R0134;Lavarisol Triple Cheese;5;60000;300000
;420R0134;Pudding Buah;5;100000;500000
16/04/2020;420R0135;Nastar Spesial;1;90000;90000
;420R0135;Cookies Hias;1;60000;60000
;420R0135;Dimsum Siomay Ayam;5;27000;135000
;420R0135;Pudding Buah;4;100000;400000
16/04/2020;420R0136;Dimsum Siomay Original;5;27000;135000
;420R0136;Brownies Cookies;2;40000;80000
;420R0136;Pudding Buah;2;100000;200000
16/04/2020;420R0137;Dimsum Siomay Udang Keju;4;32000;128000
;420R0137;Lidah Kucing;5;70000;350000
16/04/2020;420R0138;Pudding Buah;5;100000;500000
16/04/2020;420R0139;Dimsum Siomay Crab;1;27000;27000
;420R0139;Brownies Cookies;2;60000;120000
;420R0139;Dimsum Siomay Ayam;1;27000;27000
;420R0139;Lavarisol Smoked Beef;5;60000;300000
17/04/2020;420R0140;Blueberry Cheese;5;65000;325000
;420R0140;Dimsum Siomay Udang Keju;4;32000;128000
;420R0140;Sagu Keju;4;75000;300000
;420R0140;Brownies Cookies;5;40000;200000
17/04/2020;420R0141;Lavarisol Campur;5;60000;300000
;420R0141;Sagu Keju;1;75000;75000
;420R0141;Dimsum Siomay Keju;1;30000;30000
17/04/2020;420R0142;Pudding Batik;4;120000;480000
;420R0142;Kaastengels;1;75000;75000
;420R0142;Brownies Cookies;1;40000;40000
17/04/2020;420R0143;Lavarisol Smoked Beef;2;60000;120000
;420R0143;Brownies Cookies;4;40000;160000
;420R0143;Blueberry Cheese;4;65000;260000
17/04/2020;420R0144;Lidah Kucing;4;70000;280000
;420R0144;Red Velvet;4;90000;360000
;420R0144;Pudding Buah;4;100000;400000
17/04/2020;420R0145;Putri Salju;2;85000;170000
;420R0145;Lavarisol Campur;3;60000;180000
;420R0145;Kaastengels;5;85000;425000
17/04/2020;420R0146;Putri Salju;5;85000;425000
;420R0146;Sagu Keju;1;75000;75000
;420R0146;Dimsum Siomay Ayam;3;27000;81000
17/04/2020;420R0147;Cookies Hias;3;60000;180000
;420R0147;Pudding Batik;5;120000;600000
;420R0147;Brownies Cookies;2;40000;80000
;420R0147;Dimsum Siomay Crab;5;27000;135000
17/04/2020;420R0148;Brownies Cookies;5;40000;200000
;420R0148;Putri Salju;4;85000;340000
;420R0148;Kaastengels;1;85000;85000
;420R0148;Lavarisol Original;1;60000;60000
17/04/2020;420R0149;Cookies Hias;3;60000;180000
;420R0149;Dimsum Siomay Original;2;25000;50000
;420R0149;Lavarisol Triple Cheese;5;60000;300000
18/04/2020;420R0150;Lavarisol Campur;1;60000;60000
;420R0150;Blueberry Cheese;1;65000;65000
;420R0150;Brownies Cookies;4;40000;160000
18/04/2020;420R0151;Cookies Hias;4;60000;240000
;420R0151;Pudding Batik;4;120000;480000
;420R0151;Dimsum Siomay Original;4;25000;100000
;420R0151;Dimsum Siomay Crab;5;27000;135000
;420R0151;Dimsum Siomay Keju;5;30000;150000
18/04/2020;420R0152;Putri Salju;4;85000;340000
;420R0152;Lavarisol Triple Cheese;5;60000;300000
;420R0152;Sagu Keju;3;75000;225000
;420R0152;Red Velvet;4;90000;360000
18/04/2020;420R0153;Dimsum Siomay Udang Keju;1;32000;32000
;420R0153;Lavarisol Original;3;60000;180000
;420R0153;Sagu Keju;4;75000;300000
;420R0153;Red Velvet;5;90000;450000
18/04/2020;420R0154;Pudding Batik;2;120000;240000
;420R0154;Kaastengels;3;85000;255000
;420R0154;Blueberry Cheese;5;65000;325000
;420R0154;Cookies Hias;2;60000;120000
18/04/2020;420R0155;Pudding Batik;1;120000;120000
;420R0155;Lavarisol Campur;3;60000;180000
;420R0155;Putri Salju;5;85000;425000
;420R0155;Dimsum Siomay Original;1;25000;25000
;420R0155;Lavarisol Smoked Beef;4;60000;240000
19/04/2020;420R0156;Brownies Cookies;2;40000;80000
;420R0156;Dimsum Siomay Keju;4;30000;120000
;420R0156;Cookies Hias;1;40000;40000
19/04/2020;420R0157;Dimsum Siomay Keju;3;30000;90000
;420R0157;Nastar Spesial;4;90000;360000
;420R0157;Red Velvet;3;90000;270000
19/04/2020;420R0158;Dimsum Siomay Original;5;25000;125000
;420R0158;Lavarisol Smoked Beef;5;60000;300000
;420R0158;Dimsum Siomay Ayam;1;27000;27000
19/04/2020;420R0159;Red Velvet;1;90000;90000
;420R0159;Cookies Hias;4;60000;240000
;420R0159;Lavarisol Triple Cheese;1;60000;60000
;420R0159;Dimsum Siomay Ayam;3;27000;81000
19/04/2020;420R0160;Sagu Keju;5;75000;375000
;420R0160;Cookies Hias;3;60000;180000
;420R0160;Pudding Buah;4;100000;400000
19/04/2020;420R0161;Dimsum Siomay Keju;4;30000;120000
;420R0161;Dimsum Siomay Ayam;1;27000;27000
;420R0161;Lidah Kucing;5;70000;350000
19/04/2020;420R0162;Sagu Keju;3;75000;225000
;420R0162;Dimsum Siomay Udang Keju;3;32000;96000
19/04/2020;420R0163;Blueberry Cheese;1;65000;65000
;420R0163;Pudding Batik;1;120000;120000
;420R0163;Pudding Buah;4;120000;480000
19/04/2020;420R0164;Dimsum Siomay Crab;3;27000;81000
;420R0164;Pudding Buah;5;100000;500000
;420R0164;Lidah Kucing;5;70000;350000
19/04/2020;420R0165;Dimsum Siomay Crab;1;27000;27000
;420R0165;Pudding Batik;5;120000;600000
;420R0165;Cookies Hias;3;60000;180000
;420R0165;Red Velvet;1;90000;90000
19/04/2020;420R0166;Lavarisol Original;1;60000;60000
;420R0166;Brownies Cookies;5;40000;200000
;420R0166;Putri Salju;4;85000;340000
;420R0166;Lavarisol Smoked Beef;3;60000;180000
19/04/2020;420R0167;Lavarisol Smoked Beef;4;60000;240000
;420R0167;Lavarisol Campur;1;60000;60000
;420R0167;Dimsum Siomay Crab;5;27000;135000
20/04/2020;420R0168;Kaastengels;5;85000;425000
;420R0168;Dimsum Siomay Original;4;25000;100000
;420R0168;Pudding Batik;4;120000;480000
20/04/2020;420R0169;Blueberry Cheese;1;65000;65000
;420R0169;Lavarisol Triple Cheese;5;60000;300000
;420R0169;Dimsum Siomay Udang Keju;5;32000;160000
;420R0169;Lavarisol Smoked Beef;2;60000;120000
;420R0169;Dimsum Siomay Keju;4;30000;120000
20/04/2020;420R0170;Dimsum Siomay Crab;4;27000;108000
;420R0170;Sagu Keju;3;75000;225000
;420R0170;Dimsum Siomay Keju;3;30000;90000
20/04/2020;420R0171;Lavarisol Triple Cheese;1;60000;60000
;420R0171;Brownies Cookies;2;40000;80000
;420R0171;Pudding Buah;2;100000;200000
;420R0171;Lavarisol Campur;1;60000;60000
20/04/2020;420R0172;Dimsum Siomay Crab;4;27000;108000
;420R0172;Dimsum Siomay Udang Keju;4;32000;128000
20/04/2020;420R0173;Sagu Keju;1;75000;75000
;420R0173;Putri Salju;2;85000;170000
;420R0173;Nastar Spesial;5;90000;450000
;420R0173;Pudding Batik;3;120000;360000
20/04/2020;420R0174;Blueberry Cheese;5;65000;325000
;420R0174;Nastar Spesial;3;90000;270000
;420R0174;Lavarisol Original;2;60000;120000
;420R0174;Dimsum Siomay Ayam;5;27000;135000
20/04/2020;420R0175;Dimsum Siomay Udang Keju;4;32000;128000
;420R0175;Lavarisol Triple Cheese;3;60000;180000
;420R0175;Sagu Keju;3;75000;225000
21/04/2020;420R0176;Lidah Kucing;5;70000;350000
;420R0176;Lavarisol Campur;2;60000;120000
;420R0176;Cookies Hias;4;60000;240000
21/04/2020;420R0177;Dimsum Siomay Crab;3;27000;81000
;420R0177;Lavarisol Campur;1;60000;60000
;420R0177;Dimsum Siomay Udang Keju;3;32000;96000
;420R0177;Putri Salju;1;85000;85000
21/04/2020;420R0178;Lavarisol Original;1;60000;60000
;420R0178;Red Velvet;5;90000;450000
21/04/2020;420R0179;Cookies Hias;2;60000;120000
;420R0179;Brownies Cookies;4;60000;240000
;420R0179;Lavarisol Smoked Beef;4;60000;240000
21/04/2020;420R0180;Blueberry Cheese;3;65000;195000
;420R0180;Dimsum Siomay Keju;2;30000;60000
;420R0180;Dimsum Siomay Crab;4;27000;108000
;420R0180;Blueberry Cheese;3;75000;225000
21/04/2020;420R0181;Dimsum Siomay Keju;1;30000;30000
;420R0181;Dimsum Siomay Udang Keju;4;32000;128000
;420R0181;Blueberry Cheese;3;65000;195000
;420R0181;Lavarisol Original;5;60000;300000
21/04/2020;420R0182;Blueberry Cheese;3;65000;195000
;420R0182;Nastar Spesial;3;90000;270000
;420R0182;Lavarisol Original;1;60000;60000
21/04/2020;420R0183;Blueberry Cheese;3;65000;195000
;420R0183;Red Velvet;2;90000;180000
;420R0183;Kaastengels;3;85000;255000
21/04/2020;420R0184;Nastar Spesial;1;90000;90000
;420R0184;Dimsum Siomay Keju;4;30000;120000
;420R0184;Red Velvet;2;90000;180000
21/04/2020;420R0185;Lidah Kucing;5;70000;350000
;420R0185;Dimsum Siomay Ayam;2;27000;54000
;420R0185;Kaastengels;4;85000;340000
;420R0185;Sagu Keju;2;75000;150000
22/04/2020;420R0186;Blueberry Cheese;5;65000;325000
;420R0186;Lidah Kucing;3;70000;210000
;420R0186;Dimsum Siomay Keju;1;30000;30000
;420R0186;Cookies Hias;3;60000;180000
22/04/2020;420R0187;Cookies Hias;1;60000;60000
;420R0187;Dimsum Siomay Original;3;25000;75000
;420R0187;Pudding Batik;5;120000;600000
22/04/2020;420R0188;Blueberry Cheese;5;65000;325000
;420R0188;Dimsum Siomay Udang Keju;2;32000;64000
;420R0188;Lavarisol Original;1;60000;60000
;420R0188;Red Velvet;3;90000;270000
22/04/2020;420R0189;Dimsum Siomay Keju;4;30000;120000
;420R0189;Red Velvet;2;90000;180000
;420R0189;Pudding Batik;3;120000;360000
;420R0189;Sagu Keju;4;75000;300000
22/04/2020;420R0190;Dimsum Siomay Udang Keju;1;32000;32000
;420R0190;Lavarisol Triple Cheese;5;60000;300000
;420R0190;Dimsum Siomay Ayam;2;27000;54000
22/04/2020;420R0191;Sagu Keju;4;75000;300000
;420R0191;Dimsum Siomay Udang Keju;2;32000;64000
;420R0191;Lidah Kucing;2;70000;140000
;420R0191;Lavarisol Campur;1;60000;60000
;420R0191;Cookies Hias;5;60000;300000
23/04/2020;420R0192;Red Velvet;4;90000;360000
;420R0192;Brownies Cookies;2;40000;80000
;420R0192;Pudding Buah;5;100000;500000
23/04/2020;420R0193;Putri Salju;5;85000;425000
;420R0193;Dimsum Siomay Ayam;3;27000;81000
23/04/2020;420R0194;Putri Salju;5;85000;425000
;420R0194;Pudding Buah;4;100000;400000
;420R0194;Lidah Kucing;3;70000;210000
23/04/2020;420R0195;Nastar Spesial;4;90000;360000
;420R0195;Sagu Keju;3;75000;225000
;420R0195;Red Velvet;5;90000;450000
23/04/2020;420R0196;Lavarisol Campur;4;60000;240000
;420R0196;Lavarisol Smoked Beef;5;60000;300000
;420R0196;Cookies Hias;4;40000;160000
;420R0196;Dimsum Siomay Udang Keju;1;32000;32000
23/04/2020;420R0197;Lavarisol Triple Cheese;5;60000;300000
;420R0197;Red Velvet;2;90000;180000
;420R0197;Lavarisol Smoked Beef;2;60000;120000
23/04/2020;420R0198;Lavarisol Original;4;60000;240000
;420R0198;Sagu Keju;5;75000;375000
;420R0198;Dimsum Siomay Original;3;25000;75000
;420R0198;Putri Salju;3;85000;255000
23/04/2020;420R0199;Lavarisol Smoked Beef;5;60000;300000
;420R0199;Dimsum Siomay Original;3;25000;75000
;420R0199;Nastar Spesial;2;90000;180000
;420R0199;Lavarisol Original;4;60000;240000
;420R0199;Dimsum Siomay Crab;2;27000;54000
24/04/2020;420R0200;Dimsum Siomay Ayam;5;27000;135000
;420R0200;Dimsum Siomay Original;4;25000;100000
;420R0200;Pudding Buah;3;100000;300000
24/04/2020;420R0201;Lavarisol Smoked Beef;5;60000;300000
;420R0201;Brownies Cookies;1;40000;40000
;420R0201;Sagu Keju;3;75000;225000
;420R0201;Pudding Batik;3;120000;360000
24/04/2020;420R0202;Dimsum Siomay Original;2;25000;50000
